company_name,company_yc_url,company_tagline,company_description,company_batch,company_company_type,company_industry_tags,company_country,company_location,company_website,company_founded,company_team_size,company_social_profiles_linkedin,company_social_profiles_twitter,company_social_profiles_facebook,company_social_profiles_crunchbase,founders
Hiro Systems,https://www.ycombinator.com/companies/hiro-systems,Hiro Systems build developer tools for Bitcoin L1 and the Stacks L2,Hiro System builds developer tools for Bitcoin L1 and the Stacks L2 (layer-2). Stacks is a Bitcoin layer for smart contracts; it's an open-source project with an ecosystem of independent entities. Hiro serves 350M+ monthly API requests and thousands of crypto users on dev products.,S14,ACTIVE,"[""CRYPTO-WEB3"",""DEFI""]",United States,New York,https://hiro.so,2013,40,https://www.linkedin.com/company/75437401/admin/,https://twitter.com/hirosystems,,,"[{""name"":""Muneeb Ali"",""role"":"""",""description"":""Co-founder of the Stacks project, CEO of Trust Machines."",""linkedin_profile"":"""",""twitter_profile"":""https://twitter.com/muneeb""}]"
Huddlefire,https://www.ycombinator.com/companies/huddlefire,Turbocharge customer acquisition through exclusive SaaS partnerships,"Leverage partnerships with other SaaS companies, through Huddlefire, to accelerate your customer acquisition.",W21,ACTIVE,"[""SAAS""]",United States,Palo Alto,https://www.huddlefire.com,2020,2,,,,https://www.crunchbase.com/organization/remix-interactive-inc,"[{""name"":""Simon Sturmer"",""role"":"""",""description"":""Software Engineer, Founder, CTO, prev. Facebook/Google/YouTube/Pluralsight. Father of 3. SF Bay Area; from Kansas City."",""linkedin_profile"":""https://www.linkedin.com/in/sstur"",""twitter_profile"":""https://twitter.com/sstur_""},{""name"":""Ning Zhang"",""role"":"""",""description"":""Founder and CEO at Huddlefire (YC W21)Former Googler, TikToker, and FBer"",""linkedin_profile"":""https://www.linkedin.com/in/ningzhang5"",""twitter_profile"":""https://twitter.com/ninzhan""}]"
Obento Health,https://www.ycombinator.com/companies/obento-health,Patient Engagement Platform That Pays,Obento Health is on the mission to create the ultimate destination for health-related products based on clinical expertise and evidence. We use AI to help healthcare providers curate and recommend wellness products to their patients.,S23,ACTIVE,"[""B2B"",""CONSUMER"",""HEALTH-&-WELLNESS"",""HEALTHCARE"",""MARKETPLACE""]",United States,San Francisco,https://www.obentohealth.com,2023,2,https://www.linkedin.com/company/95734316/,,,,"[{""name"":""Naxin Wang"",""role"":"""",""description"":""Ex-Google and Verily (Google Life Sciences). Spent time building software for clinical research and health data interoperability. Now I'm building Obento Health, Shopify for healthcare providers."",""linkedin_profile"":""https://linkedin.com/in/naxinwang"",""twitter_profile"":""""},{""name"":""Rodrigo Gutierrez"",""role"":"""",""description"":""Rodrigo was previously Director of Engineering at Strava, where he led hiring and engineering efforts across Stravas product development teams. While a software engineer, Rodrigo built products used by millions for companies like Electronic Arts and Strava."",""linkedin_profile"":""https://linkedin.com/in/rodgutierrez"",""twitter_profile"":""https://twitter.com/rawdrigo""}]"
Letter,https://www.ycombinator.com/companies/letter,Beautifully designed banking for high net-worth individuals.,"Letter is a beautifully designed banking and financial platform made exclusively for high net-worth individuals. We make it easy to give customized debit cards to family members and staff, automatically donate to charity, and get access to exclusive investment and lending opportunities through our marketplace.",S20,INACTIVE,"[""FINTECH""]",United States,"San Diego, CA",https://letter.co,2019,9,,,,,"[{""name"":""Drew Wilson"",""role"":"""",""description"":""I like making cool stuff with fun people. Life-long entrepreneur. Self-taught designer and engineer. Excited to be here!"",""linkedin_profile"":""https://www.linkedin.com/in/drew-wilson-025a99132/"",""twitter_profile"":""https://twitter.com/drewwilson""},{""name"":""Matt DeLoach"",""role"":"""",""description"":""Maker of hardware, software and delicious beverages. I am obsessed with problem solving and user experience."",""linkedin_profile"":""https://www.linkedin.com/in/matthewdeloach/"",""twitter_profile"":""""}]"
Iris Automation,https://www.ycombinator.com/companies/iris-automation,Enabling autonomous drone operations globally through AI software,"The future for autonomous industrial drones is in sight - Enabling safer drone operation through intelligent collision avoidance. We are a Y Combinator and Silicon Valley investor company with a team from NASA, Boeing and PhDs in computer vision. Read more at: https://tinyurl.com/y7tm4zr8 Website: www.IrisOnBoard.com",S16,ACQUIRED,"[""ARTIFICIAL-INTELLIGENCE"",""COMPUTER-VISION"",""DRONES""]",United States,San Francisco,http://www.irisonboard.com,2015,,https://www.linkedin.com/company/iris-automation/,https://twitter.com/iris_automation,https://www.facebook.com/irisautomation/,https://www.crunchbase.com/organization/iris-automation-inc,"[{""name"":""Alexander Harmsen"",""role"":"""",""description"":""CEO/Founder at Global Predictions, building portfolio management tools for individuals and institutions backed by the largest macroeconomic model in existence. Chairman/Founder at Iris Automation, autonomous vehicle software company that's raised over $25M and has sales globally. Advisor to various other deep tech and SaaS companies like VeriSIM Life, a computational pharma company aiming to reduce the need for animal testing to speed up and reduce the costs of drug development."",""linkedin_profile"":""https://www.linkedin.com/in/alexanderharmsen"",""twitter_profile"":""https://twitter.com/alexharm""},{""name"":""James Howard"",""role"":"""",""description"":""X"",""linkedin_profile"":""https://ca.linkedin.com/in/jamesthoward"",""twitter_profile"":""""}]"
PayCrunch,https://www.ycombinator.com/companies/paycrunch,Credit Card for college students based on UPI.,More than 150 million people in India are not able to access formal Credits in India either because of lack of financial data or low credit scores. We use Alternative Credit scoring models to provide a Pay Later option on UPI to a wider audience.,W22,ACTIVE,"[""FINTECH"",""INDIA"",""PAYMENTS""]",India,"Bengaluru, India",https://paycrunch.in,2020,5,https://www.linkedin.com/company/paycrunch,,,,"[{""name"":""Aman Bhayana"",""role"":"""",""description"":""Hey! I am Aman. Currently building a Fin-tech company to make credits accessible and fun for the upcoming Gen."",""linkedin_profile"":""http://linkedin.com/in/aman-bhayana-bab9ab164"",""twitter_profile"":"" https://twitter.com/BhayanaAman""}]"
Miden,https://www.ycombinator.com/companies/miden,Miden is a card issuer processor and core banking for businesses in,"Miden is building a modern infrastructure that facilitates the launch of card programs and various financial products for businesses in Sub-Sahran Africa. Just by reducing integration time, card fraud, improving stability, and being customer focused we quickly rose to top 5 in TPV among card issuing Fintechs in Sub-Saharan Africa within 8 months of launch.Were going to build the first comprehensive fintech and banking software stack for Africa, based on modern technology. Were starting with a card issuer-processor.",W24,ACTIVE,"[""APIS"",""B2B"",""FINTECH"",""PAYMENTS""]",Nigeria,"Ikeja, Nigeria",http://www.miden.co,2023,10,https://www.linkedin.com/company/tyrus-technologies/,https://twitter.com/TyrusTechHQ,https://www.facebook.com/TyrusTechnologies?mibextid=LQQJ4d,,"[{""name"":""Okiemute Avworhokai"",""role"":"""",""description"":""Okiemute brings more than a decade of experience in managing financial institutions within commercial banking and the fintech sector. As a former founder of a credit firm focused on student loans, he successfully disbursed over $1.5 million within 18 months. He is now dedicated to developing Miden, aiming to address challenges he has encountered over the past ten years."",""linkedin_profile"":""https://www.linkedin.com/in/okiemuteavworhokai/"",""twitter_profile"":""""},{""name"":""Ini Udoh"",""role"":"""",""description"":""Chief Technology Officer (CTO) at Tyrus Technologies, a B2B fintech specializing in virtual cards and embedded finance solutions. With over 12 years of experience in the banking and fintech sectors, I previously contributed to major financial institutions like First Bank of Nigeria and Heritage Bank, as well as fintech firm Mukuru. I have expertise in developing innovative banking solutions have been crucial in driving Tyrus Technologies' success."",""linkedin_profile"":""https://linkedin.com/in/iudoh"",""twitter_profile"":""""}]"
Billforward,https://www.ycombinator.com/companies/billforward,"Subscription billing, rate plan management and analytics as a","San Francisco-based BillForward a YCombinator company is comprised of talented and passionate folks who are excited by the challenges and opportunities of subscription billing.  We offer a flexible and innovative billing platform, which gives any type of recurring-payment based businesses the ability to bill customers for sophisticated products and carry out in-depth revenue analysis.Launched in Jan 2013 the platform has already gained great traction in the Telecoms, SaaS, Product as Service and Platform as a Service industries, where product managers and CFOs have realized that the ability to change their offering in hours, rather than weeks, can give them an edge on the competition.",S14,ACTIVE,"[""ANALYTICS"",""SUBSCRIPTIONS""]",United States,San Francisco,https://www.billforward.io/,,8,https://www.linkedin.com/company/billforward,,,https://www.crunchbase.com/organization/billforward,"[{""name"":""Aubone Tennant"",""role"":""Chief Growth Officer"",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/aubonetennant"",""twitter_profile"":""""}]"
Pagedraw,https://www.ycombinator.com/companies/pagedraw,Pagedraw is a platform for productionizing designs into code.  Thanks,"Pagedraw turns UI drawings into code, bringing your app's look to life, and ready to deploy to production Our mission is to make programming more powerful.",W18,INACTIVE,"[""DESIGN-TOOLS"",""NO-CODE""]",United States,San Francisco,https://pagedraw.io/,,5,,,,https://www.crunchbase.com/organization/pagedraw,"[{""name"":""Gabriel Guimaraes"",""role"":""Founder"",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/glguimaraes"",""twitter_profile"":""""},{""name"":""Jared Pochtar"",""role"":""Founder"",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/jared-pochtar-ab9426103/"",""twitter_profile"":""https://twitter.com/jpochtar""}]"
Darsel,https://www.ycombinator.com/companies/darsel,Chatbot teaching K12 math in developing countries,"Darsel is a AI-powered math education chatbot which is designed to supplement K12 education systems in resource-constrained environments. Darsel allows students to practice math questions & do their homework through platforms like SMS, WhatsApp and Facebook Messenger.",W22,ACTIVE,"[""ARTIFICIAL-INTELLIGENCE"",""EDUCATION"",""ELEARNING"",""NONPROFIT""]",Not Available,,http://darsel.tech,2021,5,,,https://www.facebook.com/DarselTech/,,"[{""name"":""Abdulhamid Haidar"",""role"":"""",""description"":""MIT (Math, CS, Econ); McKinsey (3yrs, Middle East); Harvard (MPA International Development); Stanford (MBA)"",""linkedin_profile"":""https://www.linkedin.com/in/abdulhamid-haidar/"",""twitter_profile"":""""}]"
Path,https://www.ycombinator.com/companies/path,Financial advisors for Gen-Z,Path gives you a money manager who:- gets you money for college- builds your credit with a debit card- gives you a savings account that pays you 5% interest- helps you make more moneyand makes sure you dont f**k up your financial future in your 20s all for $20/mo,S19,INACTIVE,"[""CRYPTO-WEB3"",""EDUCATION"",""FINTECH""]",United States,New York,https://path.me,2018,12,,,,,"[{""name"":""Femi Adebogun"",""role"":"""",""description"":""dropout, ceo @ path"",""linkedin_profile"":""https://linkedin.com/in/femiadebogun"",""twitter_profile"":""https://twitter.com/femiadebogun""},{""name"":""Evan Farrell"",""role"":"""",""description"":""Dropout, cofounder of ScholarMe"",""linkedin_profile"":""https://www.linkedin.com/in/evan-farrell/"",""twitter_profile"":""https://twitter.com/__evanf__""},{""name"":""Caleb Cross"",""role"":"""",""description"":"""",""linkedin_profile"":""https://linkedin.com/in/calebcross"",""twitter_profile"":""""}]"
Spokn,https://www.ycombinator.com/companies/spokn,Easy employee video-maker for People teams,"Spokn makes it easy for People and Comms teams to make videos starring their own employees and leaders - no editing skills or special equipment necessary.  In minutes, you can create videos that feel as engaging as TikTok, and share them anywhere: Slack/Teams, your LMS, intranet, careers page, or job offer emails.  Companies like Udemy, SiriusXM, Sonos, GoFundMe and more use Spokn to create engaging videos for their learning & development, internal comms, recognition, DEI and employer branding.",W21,ACTIVE,"[""B2B"",""CULTURE"",""ELEARNING""]",United States,New York,https://getspokn.com/,2020,20,https://www.linkedin.com/company/getspokn,https://twitter.com/getSpokn,,https://www.crunchbase.com/organization/spokn,"[{""name"":""Fawzy Abu Seif"",""role"":""Founder"",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/fawzy-abu-seif-42a68ab6/"",""twitter_profile"":""https://twitter.com/Fouz7""},{""name"":""Mariel Davis"",""role"":""Founder"",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/davismariel/"",""twitter_profile"":""""}]"
AgendaPro,https://www.ycombinator.com/companies/agendapro,Shopify for Beauty and Wellness businesses in Latam,AgendaPro is building Shopify for Beauty and Wellness businesses in Latam. We allow business owners to charge their customers online and easily schedule appointments.,W21,ACTIVE,"[""E-COMMERCE"",""SAAS""]",Chile,"Santiago, Chile",https://www.agendapro.com,2014,50,https://www.linkedin.com/company/agendapro,,https://www.facebook.com/agendapro,https://www.crunchbase.com/organization/agendapro,"[{""name"":""Julio Guzman"",""role"":"""",""description"":""Data and patterns lover"",""linkedin_profile"":""https://www.linkedin.com/in/julioagg/"",""twitter_profile"":""""},{""name"":""Sebastian Hevia"",""role"":"""",""description"":""My name is Sebastin Hevia and I am Co-Founder and CTO at AgendaPro (YC W21). I am an accomplished coder and manager, building AgendaPro from scratch to leading multiple developers and I enjoy the most my responsibilities as Lead DevOps/Chief Architect. I mostly use Ruby on Rails, React, AWS and Kubernetes (EKS), and many other exciting technologies.I also enjoy very much to play bass and mix recordings for my hobby band, and family time."",""linkedin_profile"":""https://www.linkedin.com/in/sebastian-hevia-ovalle/"",""twitter_profile"":""https://twitter.com/seba_hevia""},{""name"":""Nicols Rossi"",""role"":"""",""description"":""Co-founder and CPO of AgendaPro, working from Chile to help SMBs get better bookings and more sales.Before founding AgendaPro I worked in an Insurance Company (Consorcio), buying positions in the electric and energy market.Been related to software all my life and after college I went to Bangalore to Infosys's InStep program, where I develop a Blackberry app for Gas industry (feels ages today!!!). Father of 2 girls, frustrated guitarist and video gamer (I wish can say professional)."",""linkedin_profile"":""https://www.linkedin.com/in/nicolas-rossi-brotfeld/"",""twitter_profile"":""""},{""name"":""Matias Ulloa"",""role"":"""",""description"":""Co-Founder and CRO at AgendaPro"",""linkedin_profile"":""https://www.linkedin.com/in/mat%C3%ADas-ulloa-11b21640/"",""twitter_profile"":""""}]"
Suggestr,https://www.ycombinator.com/companies/suggestr,Amazon-level personalization for Shopify merchants,"Suggestr is a self-serve, no-code personalization solution for the 20M+ e-commerce brands that sell on platforms like Shopify. Marketplaces like Amazon drive up to 30% of their sales from personalized surfaces (recommendations, bundles, frequently bought together, et cetera). They have large data science teams that build such in-house recommendation engines. However, DTC brands can't afford to do this, and they don't have enough customer data to make the conventional recommendation approaches work. Suggestr uses innovative multi-modal AI technology that sees and understands products (needs 100x less data), allowing it to work with brands of all sizes (SME, mid-market, enterprise). The solution takes less than 30 minutes to integrate and helps merchants increase online store revenues by up to 10% with AI-driven upsells and cross-sells.",W22,INACTIVE,"[""E-COMMERCE"",""SAAS""]",Singapore,"Singapore, Singapore",https://suggestr.co,2021,2,https://www.linkedin.com/company/suggestr/?viewAsMember=true,https://twitter.com/get_suggestr,,https://www.crunchbase.com/organization/suggestr,"[{""name"":""Aditya Mehta"",""role"":"""",""description"":""Aditya is a technologist that has built and sold recommender systems to banks. He has operational experience in e-commerce and knows the pain points of sellers first-hand. Before building Suggestr, he built a talent marketplace startup, where recommendations were used for talent matching."",""linkedin_profile"":""https://linkedin.com/in/mehta-aditya"",""twitter_profile"":""https://twitter.com/adityamehtax/""},{""name"":""Oleksii Sidorov"",""role"":"""",""description"":""Oleksii is an AI Researcher with 15 papers published in ML and AI. He's been a part of the Vision & Language team at Facebook AI Research (USA), and previously the Experimental Psychology lab at the University of Oxford (UK) and KU Leuven (Belgium), applying AI to the analysis of human behavior. Currently, he's a technical co-founder at Suggestr, bringing top-quality AI recommendations to 20M+ SMEs."",""linkedin_profile"":""https://linkedin.com/in/sidorovoleksii"",""twitter_profile"":""https://twitter.com/acecreamu""}]"
Bloom,https://www.ycombinator.com/companies/bloom-3,Investing app that teaches you how to invest,"Bloom's mission is to improve the financial outcomes of all Americans by giving them the knowledge and tools they need to achieve prosperity. Our first product is an investing app that teaches users how to build wealth through interactive financial lessons, a gamified rewards economy as well as an investing account designed for building long-term wealth.Since launching in April 2022, over 1 million users have joined Bloom and we have crossed $3MM in annual recurring revenue.",W21,ACTIVE,"[""EDTECH"",""EDUCATION"",""FINTECH""]",United States,New York,https://bloomapp.com,2021,8,https://www.linkedin.com/company/bloominvest/,,,,"[{""name"":""Sam Yang"",""role"":"""",""description"":""I built an AI doppelganger app w/ 250k+ users & Thryft (W21). Now working on Bloom (W21)."",""linkedin_profile"":""https://www.linkedin.com/in/samuel-q-yang/"",""twitter_profile"":""""}]"
TRAC,https://www.ycombinator.com/companies/trac,An end to end timing solution for any scale athletic event.,"TRAC is a Chicago based startup that is focused on simplifying the track and field experience using innovative RFID technology, cellular data transmission, and unique application based software. Our integrated RFID timing system is the best in market for coaches and athletes in time based sports due to its precision, immediate feedback, and ease of use, thus saving time, effort, and money.",W16,INACTIVE,"[""SPORTS-TECH""]",United States,"Chicago, IL",https://www.tracchicago.com,,2,,,,https://www.crunchbase.com/organization/trac,"[{""name"":""Griffin Kelly"",""role"":""CEO"",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/grifkelly"",""twitter_profile"":""""}]"
Lyrebird,https://www.ycombinator.com/companies/lyrebird,Our tech speaks for itself.,Lyrebird offers a new generation of speech synthesis technologies for developers. It is the result of several months of research conducted at the MILA lab at University of Montral.,S17,ACQUIRED,"[""ARTIFICIAL-INTELLIGENCE""]",Canada,"Montreal, Canada",https://lyrebird.ai/,,13,,,,https://www.crunchbase.com/organization/lyrebird,"[{""name"":""Alexandre de Brbisson"",""role"":""CEO"",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/adebrebisson/"",""twitter_profile"":""""},{""name"":""Kundan Kumar"",""role"":""Founder"",""description"":"""",""linkedin_profile"":"""",""twitter_profile"":""""},{""name"":""Jose Sotelo"",""role"":""Founder"",""description"":"""",""linkedin_profile"":""http://linkedin.com/in/jos%C3%A9-sotelo-02496a50/"",""twitter_profile"":""""}]"
Bristle,https://www.ycombinator.com/companies/bristle,"At-home oral health testing, coaching & care",,W21,ACTIVE,"[""CONSUMER-HEALTH-SERVICES"",""TELEMEDICINE""]",United States,San Francisco,https://bristlehealth.com/,2020,6,https://www.linkedin.com/company/bristlehealth/,,,,"[{""name"":""Danny Grannick"",""role"":"""",""description"":""CEO and co-founder at Bristle!"",""linkedin_profile"":""https://www.linkedin.com/in/dannygrannick/"",""twitter_profile"":""""},{""name"":""David Lin"",""role"":"""",""description"":""All things Bristle."",""linkedin_profile"":""https://www.linkedin.com/in/david-lin-88252717/"",""twitter_profile"":""""},{""name"":""Brian Maurer"",""role"":"""",""description"":""Co-Founder and commercial lead for Bristle. Background in Genomics sales and marketing (past: Illumina, Twist Bioscience). Passionate about translating advanced genomic technologies into healthcare solutions for patients and providers. Hobbies: All things music, hiking, science-fiction/self-help books, and travel"",""linkedin_profile"":""https://www.linkedin.com/in/brian-maurer-60a94a33"",""twitter_profile"":""""},{""name"":""Shivam Patel"",""role"":"""",""description"":""Co-founder at Bristle leading finance, ops, and partnerships"",""linkedin_profile"":""http://www.linkedin.com/in/shivampatel9/"",""twitter_profile"":""""}]"
Superpowered AI,https://www.ycombinator.com/companies/superpowered-ai,API for Retrieval Augmented Generation,"Superpowered AI makes it easy to build production-ready LLM applications with access to external knowledge.Our API lets you connect external sources of knowledge (like regulatory archives, for example) to LLMs. We leverage proprietary RAG technology to dramatically improve retrieval performance and reliability for a wide variety of use cases.If you have an LLM-based application in mind, please reach out! We've helped companies build real-world applications, ranging from internal productivity tools to complete external products.",S22,ACTIVE,"[""ARTIFICIAL-INTELLIGENCE"",""B2B"",""DEVELOPER-TOOLS"",""GENERATIVE-AI"",""SAAS""]",United States,"Salt Lake City, UT",https://superpowered.ai,2021,4,,https://twitter.com/superpowered_ai,,,"[{""name"":""Justin Clark"",""role"":"""",""description"":""System Architect at Superpowered.aiProfessional interests: AI systems, software architecture, Python, IaCPersonal interests: biological systems, skiing, mountain biking, and just about anything outside"",""linkedin_profile"":""https://www.linkedin.com/in/justin-m-clark/"",""twitter_profile"":""""},{""name"":""Dillon Martin"",""role"":"""",""description"":""Dillon Martin is the co-CEO of Superpowered AI, a startup that provides a developer API for building sophisticated LLM-based applications. Previously, he worked as a Financial Advisor at Bank of America Merrill Lynch before co-founding a quantitative hedge fund with the same team that later founded Superpowered AI. When Dillon is not conversing with AI models, he can be found skating the streets of Salt Lake City."",""linkedin_profile"":""https://www.linkedin.com/in/dillon-t-martin-8809b6126"",""twitter_profile"":""""},{""name"":""Nicholas McCormick"",""role"":"""",""description"":""Nick McCormick is the lead developer at Superpowered AI. He studied engineering at the University of Tennessee. Prior to starting Superpowered, he worked as a developer at a quant hedge fund where he developed the backtesting system. Outside of work, Nick's main passions are mountain biking and running, where he frequently competes in races."",""linkedin_profile"":""https://www.linkedin.com/in/nick-mccormick-6813828b/"",""twitter_profile"":""""},{""name"":""Zach McCormick"",""role"":"""",""description"":""Zach is the co-CEO of Superpowered AI. Prior to starting Superpowered, he was the Chief Investment Officer at a small quant hedge fund that he ran with his future Superpowered co-founders, where he put his Applied Mathematics degree to good use. When hes not working, Zach enjoys spending time in the mountains, usually either skiing or biking."",""linkedin_profile"":""https://www.linkedin.com/in/zach-mccormick-295a5953/"",""twitter_profile"":""https://twitter.com/zmccormick7""}]"
Wuri,https://www.ycombinator.com/companies/wuri,"AI app to read web stories as visual novels with images, videos, audio","Wuri is an app for reading fiction stories that uses AI to transform top web stories into visual novels having audio, images & video in real-time. This opens a new world of storytelling for our users, who prefer a byte sized, audio-visual way of consuming stories.",W24,ACTIVE,"[""Not Available""]",Not Available,,https://www.wuri.ai/,2023,2,https://www.linkedin.com/company/teamwuri,,,,"[{""name"":""Akshay Megharaj"",""role"":"""",""description"":""Akshay has 8+ years experience of working as a software engineer at consumer startups in India including decacorns Flipkart & Swiggy. Akshay was the first engineer at Flipkart Commerce Cloud, which is a new cloud offering from Flipkart currently valued at $3 billion internally."",""linkedin_profile"":""https://linkedin.com/in/akshay-megharaj-aba3646"",""twitter_profile"":""""},{""name"":""Pratik Gangwal"",""role"":"""",""description"":""Pratik is an engineer from BITS Pilani, India (11-15) and an MBA from IIM Calcutta (15-17). 5 years of consulting with his last stint with Bain & Company. Led projects for tech & consumer clients. After that, he & Akshay built a consumer ed-tech platform to $12k MRR before starting Wuri."",""linkedin_profile"":""https://linkedin.com/in/pratikgangwal"",""twitter_profile"":""https://twitter.com/Pratik_Gangwal""}]"
Docbot,https://www.ycombinator.com/companies/docbot,,,W19,ACQUIRED,"[""Not Available""]",United States,"Los Angeles, CA",https://www.docbot.co,,0,,,,https://www.crunchbase.com/organization/docbot,"[{""name"":""Tyler Dao"",""role"":""Founder"",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/tylerdao"",""twitter_profile"":""""},{""name"":""William Karnes"",""role"":""Founder"",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/william-karnes-71643a2b"",""twitter_profile"":""""},{""name"":""Andrew Ninh"",""role"":""Founder"",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/aninh"",""twitter_profile"":""""}]"
Anja Health,https://www.ycombinator.com/companies/anja-health,Cord Blood Banking Reimagined,"Helping pregnant parents save the most personal source of stem cells - from their umbilical cord and placenta - to unlock future disease treatments. Offering cord blood banking, cord tissue banking, and placenta stem cell banking.",W22,ACTIVE,"[""CONSUMER"",""CONSUMER-HEALTH-SERVICES"",""HEALTHCARE""]",United States,"Los Angeles, CA",https://anjahealth.com,2021,2,https://linkedin.com/company/anjahealth,https://twitter.com/anjahealth,https://facebook.com/anjahealth,,"[{""name"":""Kathryn Cross"",""role"":"""",""description"":""Kathryn Cross is the founder of Anja Health, which she founded in memory of her brother, Andrew, who had cerebral palsy. Kathryn has cultivated a pregnancy and cord blood banking community on TikTok as @kathrynanja, where she raises awareness about the importance of cord blood banking and other issues related to pregnancy.  Originally from Los Angeles, Kathryn graduated from Wellesley, where she received a B.A. in Media Arts & Sciences and Economics."",""linkedin_profile"":""https://www.linkedin.com/in/kathryn-cross/"",""twitter_profile"":""https://twitter.com/kathrynjc7""}]"
GraffitiGeo,https://www.ycombinator.com/companies/graffitigeo,We let you know where to go and what to get once you get there.,"At its core GraffitiGeo allows users to leave brief reviews of restaurants, or for those too lazy to do that, to simply leave a thumbs up or thumbs down  it's like a highly condensed version of Yelp, or a Digg for the world. These reviews and votes can be cast from the site's iPhone app or from the service's homepage. The homepage also features a stream of the latest comments to come in from other users, as well as a profile for each restaurant in the system that includes all of its votes and comments. There's also a nifty feature that lets you view a heatmap of your current region, so you can quickly figure out the hot spots in town.The gameplay in GraffitiGeo gives you points for checking into certain locations, similar to FourSquare, but doesn't really let you do anything with them. With GraffitiGeo, you earn points for every action you take, be it voting on a restaurant or leaving a brief comment. Once you've reached a certain point threshold, you can use those points to start a mob, which you can invite your friends to join. Mobs allow friends to pool their points, which can then be used to acquire territory, which corresponds to actual city blocks. Whenever someone votes on one of the restaurants on the block, the mob gets some street cred too. It's definitely going to be confusing at first, but it also brings a team element to gameplay.",S09,ACQUIRED,"[""Not Available""]",United States,Palo Alto,http://graffitigeo.com,,2,,,,https://www.crunchbase.com/organization/graffitigeo-inc,"[{""name"":""Nikhil Pandit"",""role"":""Founder"",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/nikhil-pandit-b0a6441/"",""twitter_profile"":""https://twitter.com/nikhil_pandit""},{""name"":""Jared Tame"",""role"":""Founder"",""description"":"""",""linkedin_profile"":""https://www.linkedin.com/in/jaredtame"",""twitter_profile"":""""}]"
Luca,https://www.ycombinator.com/companies/luca,The Pricing Co-Pilot for Retail Operators.,"Pricing Strategy is one of the most powerful levers that retailers have at their disposal to create growth, yet it is underleveraged. Most retail pricing teams settle for making decisions in spreadsheets, shooting in the dark, and working backward from a cost-plus margin target, leaving a LOT of money on the table.Our founders experienced these problems at scale when they built pricing tech at Uber that made Uber a billion dollars in profit a year. They realized that retail was lacking the same quality and sophistication of price tooling. So, they built Luca.Luca is an AI-powered co-pilot for retail operators, which constantly identifies revenue and profit headroom, makes recommendations for price adjustments and saves countless work hours along the way. Luca is backed by Y Combinator, Menlo Ventures, and others.",W23,ACTIVE,"[""E-COMMERCE"",""Machine Learning"",""Retail"",""SAAS""]",United States,San Francisco,https://www.askluca.com/,2022,4,https://www.linkedin.com/company/lucasoftware/,https://twitter.com/LucaPricingHq,,https://www.crunchbase.com/organization/luca-d9f8,"[{""name"":""Tanvi Surti"",""role"":"""",""description"":""CEO and Co-Founder at Luca. Before Luca, I spent a decade building product teams at Uber and Microsoft. At Uber, I led the pricing team that created ~$1B in margin improvements on our ridesharing business."",""linkedin_profile"":""https://www.linkedin.com/in/tanvisurti/"",""twitter_profile"":""https://twitter.com/tanvisurti""},{""name"":""Yonah Mann"",""role"":"""",""description"":""Co-founder and CPO of Luca. Previously led pricing teams at Uber Eats."",""linkedin_profile"":""https://www.linkedin.com/in/yonah-mann/"",""twitter_profile"":""""}]"
